OID медицинской организации;Полное наименование медицинской организации;Наименование субъекта системы здравоохранения;Наименование региона РФ;OID структурного подразделения;Наименование структурного подразделения
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416006;Пищеблок (Добринский район, п. Добринка, ул. Воронского, д.37)
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416008;Пищеблок (Добринский район, п. Петровский, ул. Дрикаловича, д.11)
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416013;Пищеблок (Добринский район, д. Ольговка, ул. Макаренкова, д.3)
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416015;Бухгалтерия
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416018;Гараж
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416020;Экономическая служба
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416025;Отдел закупок
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416039;Отдел кадров
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416040;Отдел автоматизированных систем управления
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416042;Отдел охраны труда
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416054;Хозотдел
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416058;Отдел энергетики
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416064;Прочий персонал (Добринский район, д. Ольговка, ул. Макаренкова, д.3)
1.2.643.5.1.13.13.12.2.48.4532;Государственное учреждение здравоохранения "Добринская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4532.0.416066;Административно-хозяйственный персонал (Добринский район, с. Талицкий Чамлык, ул. Пролетарская, д.1)
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.194862;Подлесно-Хрущевская амбулатория
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.204650;Отделение общей врачебной практики (семейной медицины) с.Березовка
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.204652;Поликлиника
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.204680;Районная стоматологическая поликлиника
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.207829;Детское отделение поликлиники
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.218947;Тепловский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.218952;Отделение общей врачебной практики (семейной медицины) с.Одоевщино
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225046;Малинковский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225047;Ивановский ФАП
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225048;Барятинский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225049;Фельдшерско-акушерский пункт "Данковский"
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225050;Новоникольский ФАП
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225051;Спешнево-Ивановский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225052;Полибинский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225053;Долговский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225054;Требунский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225055;Баловневский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225056;Ягодновский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225057;Политовский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225058;Плаховский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225059;Авдуловский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225060;Фельдшерско-акушерский пункт птицефабрики "Данковская"
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225061;Перехвальский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225062;Кудрявщинский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225994;Бигильдинский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.225995;Воскресенский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.336189;Отделение общей врачебной практики (семейной медицины) с.Воскресенское
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.342862;Дневной стационар (тип)
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.359509;СТАЦИОНАР
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361380;Травматологическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361381;Терапевтическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361382;Кардиологическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361383;Хирургическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361384;Гинекологическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361385;Неврологическое отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361387;Инфекционное отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361388;Акушерское отделение
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.361484;Отделение скорой медицинской помощи
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.368625;Телепневский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.410264;Отделение лучевой диагностики
1.2.643.5.1.13.13.12.2.48.4522;Государственное учреждение здравоохранения "Данковская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4522.0.410276;Клинико-диагностическая лаборатория
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.194879;Сошкинская амбулатория
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.205186;Стоматологическая поликлиника
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.206719;Детская поликлиника
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.212749;Хирургическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.212750;Травматологическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219588;Яманский ФАП
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219589;Фельдшерско-акушерский пункт (г. Грязи, ул. Лермонтова)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219594;Головщинский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219596;Двуреченский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219608;Ярлуковский фельдшерско-акушерский пункт
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.219617;Фельдшерско-акушерский пункт Коробовский ФАП
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.226652;Поликлиника
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.226663;Отделение общей врачебной практики (семейной медицины) (с. Фащевка, ул. Советская, д. 41а)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.226671;Отделение общей врачебной практики (семейной медицины) (с. Плеханово, ул. Дзержинского, д. 4а)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.226683;Взрослая поликлиника (пер Виноградный, д. 16)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.228942;Отделение скорой медицинской помощи (ул.Дальняя, д.4)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.247702;Отделение общей врачебной практики (семейной медицины) (с. Синявка, ул. Комсомольская, д. 1а)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248194;Карамышевская амбулатория
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248385;Казинский ФАП
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248386;Фельдшерско-акушерский пункт Прибытковский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248387;Фельдшерско-акушерский пункт Нижне-Телелюйский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248388;Фельдшерско-акушерский пункт ВТелелюйский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248389;Фельдшерско-акушерский пункт Петровский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248390;Фельдшерско-акушерский пункт Подстанция 500 кВТ
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248391;Фельдшерско-акушерский пункт КнБайгорский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248392;Бутырский ФАП
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248393;Фельдшерско-акушерский пункт Падворский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248394;Фельдшерско-акушерский пункт КрДубравский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248395;Больше-Самовецкий ФАП
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248398;Фельдшерско-акушерский пункт Первомайский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248399;Фельдшерско-акушерский пункт Аннинский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248401;Фельдшерско-акушерский пункт Песковатский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.248402;Фельдшерско-акушерский пункт СвПолянский
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.299054;Отделение общей врачебной практики (семейной медицины) (д. Кубань, ул. Лесная, д. 15а)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.331680;Детская поликлиника пер.Виноградный, д.16
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.344025;Дневной стационар поликлиники
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.359505;Прочие отделения стационара
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.359552;Фельдшерский здравпункт ЗАО "ИНДЕЗИТ ИНТЕРНЭШНЛ"
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.359587;Фельдшерский здравпункт ОАО "Квадра-Генерирующая компания "филиал "Квадра"-"Восточная Генерация"
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361061;Гинекологическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361069;Акушерско-обсервационное отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361073;Терапевтическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361084;Отделение анестезиологии-реанимации
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361290;Кардиологическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361292;Неврологическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361293;Отделение медицинской реабилитации
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361571;Педиатрическое отделение
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.361572;Прочие отделения стационара (пер.Виноградный, д.16)
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.402908;Врачебный здравпункт "ИНДЕЗИТ ИНТЕРНЭШНЛ"
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.402909;Фельдшерский здравпункт "Рэдалит Шлюмберже"
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.407213;Отделение лучевой диагностики
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.410508;Клинико-диагностическая лаборатория
1.2.643.5.1.13.13.12.2.48.4551;Государственное учреждение здравоохранения "Грязинская центральная районная больница";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4551.0.410510;Функциональная диагностика
1.2.643.5.1.13.13.12.2.48.4548;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4548.0.219492;Педиатрическое отделение № 1
1.2.643.5.1.13.13.12.2.48.4548;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4548.0.359538;стационар
1.2.643.5.1.13.13.12.2.48.4548;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4548.0.359546;амбулаторное
1.2.643.5.1.13.13.12.2.48.4548;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4548.0.359573;Общесанаторный персонал
1.2.643.5.1.13.13.12.2.48.4548;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.4548.0.419107;дополнительное круглосуточное обсервационное отделение
1.2.643.5.1.13.13.12.2.48.10203;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.10203.0.229904;Отдел медицинской статистики
1.2.643.5.1.13.13.12.2.48.10203;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.10203.0.229909;Организационно-методический отдел
1.2.643.5.1.13.13.12.2.48.10203;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.10203.0.230447;Отдел мониторинга инфраструктуры здравоохранения
1.2.643.5.1.13.13.12.2.48.10203;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.10203.0.259788;Отдел обработки медико-статистической информации
1.2.643.5.1.13.13.12.2.48.10203;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;Медицинская организация;Липецкая область;1.2.643.5.1.13.13.12.2.48.10203.0.259789;Отдел анализа и прогнозирования
